Loan #,Seller(1),Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property_5 Type,Property_3 Subtype,Year Built,Year Renovated,Loan #.1,Seller(1).1,Property Name.1,Units(2),Unit of  Measure,Occupancy %,Occupancy Date,Appraised Value ($)(3),Appraisal Date(3),Current_1 LTV %(3),Original Balance ($)(4)_9,Original Balance_8 per Unit ($)_4,Current_4 Balance ($)(4)_1,Current Balance_2 per Unit ($)_4,% of Initial Pool Balance,Crossed Loan,Related Borrower(5),Interest Rate %(6)_1,Admin. Fee %(6),Net Mortgage Rate %(6)_0,Accrual Type,Loan #.2,Seller(1).2,Property Name.2,Monthly Debt Service ($)(7),Annual Debt Service ($)(8),Note Date,First Payment Date(9),Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem._0  Term(9),Rem._0  Amort,I/O Period(9)(10),Seasoning,Payment Due Date,Grace Period_0  (Late Payment),Grace Period_7  (Default),Maturity Date,ARD Loan(11),Final Mat Date(11),Maturity/ARD Balance ($)(4),Maturity LTV %(3),Loan #.3,Seller(1).3,Property Name.3,Prepayment Provision (Payments)(9)(12)(13),2008_3 Revenues ($)_9,2008_7 Total Expenses ($)_2,2008_7 NOI ($)_9,2009_5 Revenues ($)_0,2009_0 Total Expenses ($)_3,2009_2 NOI ($)_0,2010_9 Revenues ($)_5,2010_4 Total Expenses ($)_5,2010_5 NOI ($)_5,Most Recent_5  Revenues ($),Most Recent_5  Total Expenses ($),Most Recent_3  NOI ($)(14),As of,Loan #.4,Seller(1).4,Property Name.4,UW Economic Occupancy %,UW_3 Revenues ($),UW Total Expenses ($),UW NOI ($)(14),UW_6  Capital Items ($),UW NCF ($)(14),UW_5  NOI DSCR(14),UW NCF_0 DSCR(14),UW NOI Debt Yield %,UW NCF_5  Debt Yield %,Title Type,Ground Lease_5  Expiration,Ground Lease_8  Extension Terms,PML %,Loan #.5,Seller(1).5,Property Name.5,Upfront Capex Reserve ($)_0,Upfront Engin. Reserve ($)_2,Upfront Envir.  Reserve ($),Upfront TI/LC Reserve ($)_0,Upfront RE Tax Reserve ($)_8,Upfront Ins. Reserve ($)_4,Upfront Other Reserve ($)_1,Unnamed: 99,Monthly Capex Reserve ($)_3,Monthly Envir. Reserve ($)_0,Monthly TI/LC Reserve ($)_8,Monthly RE Tax Reserve ($)_0,Monthly Ins. Reserve ($)_7,Monthly Other Reserve ($)_2,Loan #.6,Seller(1).6,Property Name.6,Capex  Reserve Cap ($)_3,Envir.  Reserve Cap ($)_6,TI/LC  Reserve Cap ($)_0,RE Tax  Reserve Cap ($)_1,Insur.  Reserve Cap ($)_4,Debt Service  Reserve Cap ($)_2,Other  Reserve Cap ($)_0,Unnamed: 10_level_1,Single Tenant,Largest Tenant,Unit Size_9,Lease_0 Expiration_3,Unnamed: 121,2nd Largest Tenant,Unit Size_3,Lease_0 Expiration_0,Loan #.7,Seller(1).7,Property Name.7,3rd Largest Tenant,Unit Size_8,Lease_8 Expiration_1,Unnamed: 131,4th Largest Tenant,"( '     ' ,   ' U n i t   S i z e _ 8 ' ) . 1",Lease_3 Expiration_6,"( '     ' ,   '     ' ) . 1",5th Largest Tenant,Unit Size_4,Lease_5 Expiration_4,Loan Purpose,Loan #.8,Seller(1).8,Property Name.8,Principal / Carveout Guarantor(20),Lockbox_5  (Y/N),Lockbox_9  Type(21),Additional Debt_2  Permitted (Y/N),Additional Debt_2  Exist (Y/N)(22),Additional Debt_4  Amount ($)(22),Additional Debt_5  Type(22),Total Debt_0 Current Balance ($),Total Debt_3  UW NCF  DSCR,Total Debt Current LTV %,Total Debt_9  UW NOI  Debt Yield %,Loan #_2,Seller(1).9,Property Name.9,2008_6 Occupancy %_3,2008_5  ADR ($)_3,2008_5  RevPAR ($)_0,2009_8  Occupancy %_3,2009_5  ADR ($)_6,2009_7  RevPAR ($)_1,2010_4  Occupancy %_1,2010_6  ADR ($)_8,2010_7  RevPAR ($)_8,Most Recent_9  Occupancy %_5,Most Recent_7  ADR ($)_3,Most Recent_3  RevPAR ($)_7,UW_0 Occupancy %_4,UW_6  ADR ($)_7,UW_9  RevPAR ($)_0,Loan #_5
2.009,JPMCB,160 Garrisonville Road,160 Garrisonville Road,Stafford,VA,22554,Stafford,1,Retail,Freestanding,1992,  ,2.009,JPMCB,160 Garrisonville Road,"3,800",Square Feet,100.0%,06/15/11,"2,825,000",05/23/11,  ,"1,412,634",  ,"1,412,634",  ,0.1%,  ,  ,  ,  ,  ,  ,2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,412,634",  ,2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.009,JPMCB,160 Garrisonville Road,95.0%,"199,239","5,977","193,262","5,206","188,056",  ,  ,  ,  ,Fee,  ,  ,  ,2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,800",12/31/17,  ,  ,  ,  ,2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.009,JPMCB,160 Garrisonville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.009
2.01,JPMCB,5775 Red Bug Lake Road,5775 Red Bug Lake Road,Casselberry,FL,32708,Seminole,1,Retail,Freestanding,1982,  ,2.01,JPMCB,5775 Red Bug Lake Road,"5,465",Square Feet,100.0%,06/15/11,"2,800,000",05/21/11,  ,"1,400,133",  ,"1,400,133",  ,0.1%,  ,  ,  ,  ,  ,  ,2.01,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,400,133",  ,2.01,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.01,JPMCB,5775 Red Bug Lake Road,95.0%,"189,464","5,684","183,780","7,487","176,293",  ,  ,  ,  ,Fee,  ,  ,  ,2.010,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.010,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,465",12/31/17,  ,  ,  ,  ,2.010,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.01,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.010,JPMCB,5775 Red Bug Lake Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.010
2.011,JPMCB,4212 Washington Road,4212 Washington Road,Evans,GA,30809,Columbia,1,Retail,Freestanding,1980,  ,2.011,JPMCB,4212 Washington Road,"9,235",Square Feet,100.0%,06/15/11,"2,650,000",05/12/11,  ,"1,325,126",  ,"1,325,126",  ,0.1%,  ,  ,  ,  ,  ,  ,2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,325,126",  ,2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.011,JPMCB,4212 Washington Road,95.0%,"186,091","5,583","180,508","12,652","167,856",  ,  ,  ,  ,Fee,  ,  ,  ,2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"9,235",12/31/17,  ,  ,  ,  ,2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.011,JPMCB,4212 Washington Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.011
2.012,JPMCB,47 Whitlock Avenue,47 Whitlock Avenue,Marietta,GA,30064,Cobb,1,Retail,Freestanding,1979,  ,2.012,JPMCB,47 Whitlock Avenue,"8,310",Square Feet,100.0%,06/15/11,"2,650,000",05/11/11,  ,"1,325,126",  ,"1,325,126",  ,0.1%,  ,  ,  ,  ,  ,  ,2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,325,126",  ,2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.012,JPMCB,47 Whitlock Avenue,95.0%,"195,816","5,874","189,942","11,385","178,557",  ,  ,  ,  ,Fee,  ,  ,  ,2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"8,310",12/31/17,  ,  ,  ,  ,2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.012,JPMCB,47 Whitlock Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.012
2.013,JPMCB,4110 Brambleton Avenue SW,4110 Brambleton Avenue SW,Roanoke,VA,24018,Roanoke,1,Retail,Freestanding,1973,  ,2.013,JPMCB,4110 Brambleton Avenue SW,"6,032",Square Feet,100.0%,06/15/11,"2,550,000",05/20/11,  ,"1,275,121",  ,"1,275,121",  ,0.1%,  ,  ,  ,  ,  ,  ,2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,275,121",  ,2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.013,JPMCB,4110 Brambleton Avenue SW,95.0%,"182,461","5,474","176,987","8,264","168,723",  ,  ,  ,  ,Fee,  ,  ,  ,2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,032",12/31/17,  ,  ,  ,  ,2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.013,JPMCB,4110 Brambleton Avenue SW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.013
2.0140000000000002,JPMCB,880 East Palmetto Park Road,880 East Palmetto Park Road,Boca Raton,FL,33432,Palm Beach,1,Retail,Freestanding,1973,  ,2.0140000000000002,JPMCB,880 East Palmetto Park Road,"4,000",Square Feet,100.0%,06/15/11,"2,500,000",05/11/11,  ,"1,250,119",  ,"1,250,119",  ,0.1%,  ,  ,  ,  ,  ,  ,2.0140000000000002,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,250,119",  ,2.0140000000000002,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0140000000000002,JPMCB,880 East Palmetto Park Road,95.0%,"176,270","5,288","170,982","5,480","165,502",  ,  ,  ,  ,Fee,  ,  ,  ,2.014,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.014,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,000",12/31/17,  ,  ,  ,  ,2.014,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0140000000000002,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.014,JPMCB,880 East Palmetto Park Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.014
2.015,JPMCB,1409 East Atlantic Boulevard,1409 East Atlantic Boulevard,Pompano Beach,FL,33060,Broward,1,Retail,Freestanding,1979,  ,2.015,JPMCB,1409 East Atlantic Boulevard,"5,200",Square Feet,100.0%,06/15/11,"2,500,000",05/11/11,  ,"1,250,119",  ,"1,250,119",  ,0.1%,  ,  ,  ,  ,  ,  ,2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,250,119",  ,2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.015,JPMCB,1409 East Atlantic Boulevard,95.0%,"186,074","5,582","180,492","7,124","173,368",  ,  ,  ,  ,Fee,  ,  ,  ,2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,200",12/31/17,  ,  ,  ,  ,2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.015,JPMCB,1409 East Atlantic Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.015
2.016,JPMCB,3577 Fruitville Road,3577 Fruitville Road,Sarasota,FL,34237,Sarasota,1,Retail,Freestanding,1974,  ,2.016,JPMCB,3577 Fruitville Road,"4,684",Square Feet,100.0%,06/15/11,"2,500,000",05/09/11,  ,"1,250,119",  ,"1,250,119",  ,0.1%,  ,  ,  ,  ,  ,  ,2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,250,119",  ,2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.016,JPMCB,3577 Fruitville Road,95.0%,"176,415","5,292","171,123","6,417","164,706",  ,  ,  ,  ,Fee,  ,  ,  ,2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,684",12/31/17,  ,  ,  ,  ,2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.016,JPMCB,3577 Fruitville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.016
2.017,JPMCB,827 Joe Frank Harris Parkway,827 Joe Frank Harris Parkway,Cartersville,GA,30120,Bartow,1,Retail,Freestanding,1989,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,"8,992",Square Feet,100.0%,06/15/11,"2,500,000",05/11/11,  ,"1,250,119",  ,"1,250,119",  ,0.1%,  ,  ,  ,  ,  ,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,250,119",  ,2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,95.0%,"199,465","5,984","193,481","12,319","181,162",  ,  ,  ,  ,Fee,  ,  ,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"8,992",12/31/17,  ,  ,  ,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.017,JPMCB,827 Joe Frank Harris Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.017
2.0180000000000002,JPMCB,1470 West Granada Boulevard,1470 West Granada Boulevard,Ormond Beach,FL,32174,Volusia,1,Retail,Freestanding,1994,  ,2.0180000000000002,JPMCB,1470 West Granada Boulevard,"5,300",Square Feet,100.0%,06/15/11,"2,400,000",05/20/11,  ,"1,200,114",  ,"1,200,114",  ,0.1%,  ,  ,  ,  ,  ,  ,2.0180000000000002,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,200,114",  ,2.0180000000000002,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0180000000000002,JPMCB,1470 West Granada Boulevard,95.0%,"178,399","5,352","173,047","7,261","165,786",  ,  ,  ,  ,Fee,  ,  ,  ,2.018,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.018,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,300",12/31/17,  ,  ,  ,  ,2.018,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0180000000000002,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.018,JPMCB,1470 West Granada Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.018
2.019,JPMCB,103 City Circle,103 City Circle,Peachtree City,GA,30269,Fayette,1,Retail,Freestanding,1997,  ,2.019,JPMCB,103 City Circle,"7,166",Square Feet,100.0%,06/15/11,"2,400,000",05/10/11,  ,"1,200,114",  ,"1,200,114",  ,0.1%,  ,  ,  ,  ,  ,  ,2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,200,114",  ,2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.019,JPMCB,103 City Circle,95.0%,"180,636","5,419","175,217","9,817","165,400",  ,  ,  ,  ,Fee,  ,  ,  ,2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,166",12/31/17,  ,  ,  ,  ,2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.019,JPMCB,103 City Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.019
2.02,JPMCB,110 Mulberry Street NW,110 Mulberry Street NW,Lenoir,NC,28645,Caldwell,1,Retail,Freestanding,1970,  ,2.02,JPMCB,110 Mulberry Street NW,"11,433",Square Feet,100.0%,06/15/11,"2,375,000",05/20/11,  ,"1,187,613",  ,"1,187,613",  ,0.1%,  ,  ,  ,  ,  ,  ,2.02,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,187,613",  ,2.02,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.02,JPMCB,110 Mulberry Street NW,95.0%,"267,158","8,015","259,143","15,663","243,480",  ,  ,  ,  ,Fee,  ,  ,  ,2.020,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.020,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"11,433",12/31/17,  ,  ,  ,  ,2.020,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.02,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.020,JPMCB,110 Mulberry Street NW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.020
2.021,JPMCB,1331 Johnson Ferry Road,1331 Johnson Ferry Road,Marietta,GA,30068,Cobb,1,Retail,Freestanding,1979,  ,2.021,JPMCB,1331 Johnson Ferry Road,"4,911",Square Feet,100.0%,06/15/11,"2,300,000",05/11/11,  ,"1,150,109",  ,"1,150,109",  ,0.1%,  ,  ,  ,  ,  ,  ,2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,150,109",  ,2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.021,JPMCB,1331 Johnson Ferry Road,95.0%,"173,311","5,199","168,112","6,728","161,383",  ,  ,  ,  ,Fee,  ,  ,  ,2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,911",12/31/17,  ,  ,  ,  ,2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.021,JPMCB,1331 Johnson Ferry Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.021
2.022,JPMCB,8226 North Wickham Road,8226 North Wickham Road,Melbourne,FL,32940,Brevard,1,Retail,Freestanding,1995,  ,2.022,JPMCB,8226 North Wickham Road,"9,269",Square Feet,100.0%,06/15/11,"2,300,000",05/20/11,  ,"1,150,109",  ,"1,150,109",  ,0.1%,  ,  ,  ,  ,  ,  ,2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,150,109",  ,2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.022,JPMCB,8226 North Wickham Road,95.0%,"157,869","4,736","153,133","12,699","140,434",  ,  ,  ,  ,Fee,  ,  ,  ,2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"9,269",12/31/17,  ,  ,  ,  ,2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.022,JPMCB,8226 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.022
2.023,JPMCB,3620 Six Forks Road,3620 Six Forks Road,Raleigh,NC,27609,Wake,1,Retail,Freestanding,1971,  ,2.023,JPMCB,3620 Six Forks Road,"16,491",Square Feet,100.0%,06/15/11,"2,250,000",05/17/11,  ,"1,115,106",  ,"1,115,106",  ,0.1%,  ,  ,  ,  ,  ,  ,2.023,JPMCB,3620 Six Forks Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,115,106",  ,2.023,JPMCB,3620 Six Forks Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.023,JPMCB,3620 Six Forks Road,95.0%,"166,278","4,988","161,290","22,593","138,697",  ,  ,  ,  ,Fee,  ,  ,  ,2.023,JPMCB,3620 Six Forks Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.023,JPMCB,3620 Six Forks Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"16,491",12/31/17,  ,  ,  ,  ,2.023,JPMCB,3620 Six Forks Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.023,JPMCB,3620 Six Forks Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.023,JPMCB,3620 Six Forks Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.023
2.024,JPMCB,1725 Mallory Lane,1725 Mallory Lane,Brentwood,TN,37027,Williamson,1,Retail,Freestanding,1994,  ,2.024,JPMCB,1725 Mallory Lane,"5,135",Square Feet,100.0%,06/15/11,"2,225,000",05/20/11,  ,"1,112,606",  ,"1,112,606",  ,0.1%,  ,  ,  ,  ,  ,  ,2.024,JPMCB,1725 Mallory Lane,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,112,606",  ,2.024,JPMCB,1725 Mallory Lane,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.024,JPMCB,1725 Mallory Lane,95.0%,"150,791","4,524","146,267","7,035","139,232",  ,  ,  ,  ,Fee,  ,  ,  ,2.024,JPMCB,1725 Mallory Lane,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.024,JPMCB,1725 Mallory Lane,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,135",12/31/17,  ,  ,  ,  ,2.024,JPMCB,1725 Mallory Lane,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.024,JPMCB,1725 Mallory Lane,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.024,JPMCB,1725 Mallory Lane,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.024
