Loan,Seller,Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property Type,Property Subtype,Year Built,Year Renovated,Units,Unit of Measure,Occupancy,Occupancy Date,Appraised Value,Appraisal Date,Current LTV,Original Balance,Original Balance per Unit,Current Balance,Current Balance per Unit,of Initial Pool Balance,Crossed Loan,Related Borrower,Interest Rate,Admin. Fee,Net Mortgage Rate,Accrual Type,Monthly Debt Service,Annual Debt Service,Note Date,First Payment Date,Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem. Term,Rem. Amort,IO Period,Seasoning,Payment Due Date,Grace Period,Grace Period,Maturity Date,ARD Loan,Final Mat Date,MaturityARD Balance,Maturity LTV,Prepayment Provision,2008 Revenues,2008 Total Expenses,2008 NOI,2009 Revenues,2009 Total Expenses,2009 NOI,2010 Revenues,2010 Total Expenses,2010 NOI,Most Recent Revenues,Most Recent Total Expenses,Most Recent NOI,As of,UW Economic Occupancy,UW Revenues,UW Total Expenses,UW NOI,UW Capital Items,UW NCF,UW NOI DSCR,UW NCF DSCR,UW NOI Debt Yield,UW NCF Debt Yield,Title Type,Ground Lease Expiration,Ground Lease Extension Terms,PML,Upfront Capex Reserve,Upfront Engin. Reserve,Upfront Envir. Reserve,Upfront TILC Reserve,Upfront RE Tax Reserve,Upfront Ins. Reserve,Upfront Other Reserve,Monthly Capex Reserve,Monthly Envir. Reserve,Monthly TILC Reserve,Monthly RE Tax Reserve,Monthly Ins. Reserve,Monthly Other Reserve,Capex Reserve Cap,TILC Reserve Cap,Single Tenant,Largest Tenant,Unit Size,Lease Expiration,2nd Largest Tenant,Unit Size,Lease Expiration,3rd Largest Tenant,Unit Size,Lease Expiration,4th Largest Tenant,. 1,Lease Expiration,. 1,5th Largest Tenant,Unit Size,Lease Expiration,Loan Purpose,Principal Carveout Guarantor,Lockbox,Lockbox Type,Additional Debt Permitted,Additional Debt Exist,Additional Debt Amount,Additional Debt Type,Total Debt Current Balance,Total Debt UW NCF DSCR,Total Debt Current LTV,Total Debt UW NOI Debt Yield,2008 Occupancy,2008 ADR,2008 RevPAR,2009 Occupancy,2009 ADR,2009 RevPAR,2010 Occupancy,2010 ADR,2010 RevPAR,Most Recent Occupancy,Most Recent ADR,Most Recent RevPAR,UW Occupancy,UW ADR,UW RevPAR
2.074,JPMCB,1821 Hillandale Road,1821 Hillandale Road,Durham,NC,27705,Durham,1,Retail,Freestanding,1974,  ,"2,955",Square Feet,100.0%,06/15/11,"1,160,000",05/16/11,  ,"580,055",  ,"580,055",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"580,055",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"89,385","2,682","86,704","4,048","82,655",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,955",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.075,JPMCB,180 Gaines School Road,180 Gaines School Road,Athens,GA,30605,Clarke,1,Retail,Freestanding,1980,  ,"3,230",Square Feet,100.0%,06/15/11,"1,160,000",05/12/11,  ,"580,055",  ,"580,055",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"580,055",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"81,420","2,443","78,977","4,425","74,552",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,230",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.076,JPMCB,2815 Skidaway Road,2815 Skidaway Road,Savannah,GA,31404,Chatham,1,Retail,Freestanding,1980,  ,"3,200",Square Feet,100.0%,06/15/11,"1,150,000",05/12/11,  ,"575,055",  ,"575,055",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"575,055",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"80,664","2,420","78,244","4,384","73,860",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.077,JPMCB,2100 West Cumberland Street,2100 West Cumberland Street,Dunn,NC,28334,Harnett,1,Retail,Freestanding,1988,  ,"4,156",Square Feet,100.0%,06/15/11,"1,120,000",05/17/11,  ,"560,053",  ,"560,053",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"560,053",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"92,190","2,766","89,425","5,694","83,731",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,156",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.0780000000000003,JPMCB,9601 East Dr. Martin Luther King Junior Boulevard,9601 East Dr. Martin Luther King Junior Boulevard,Tampa,FL,33610,Hillsborough,1,Retail,Freestanding,1984,  ,"2,988",Square Feet,100.0%,06/15/11,"1,100,000",05/10/11,  ,"550,052",  ,"550,052",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"550,052",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"84,358","2,531","81,827","4,094","77,734",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,988",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.079,JPMCB,2915 Nolensville Road,2915 Nolensville Road,Nashville,TN,37211,Davidson,1,Retail,Freestanding,1964,  ,"3,886",Square Feet,100.0%,06/15/11,"1,050,000",05/20/11,  ,"525,050",  ,"525,050",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,050",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"73,480","2,204","71,276","5,324","65,952",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,886",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.08,JPMCB,496 Mclaws Circle,496 Mclaws Circle,Williamsburg,VA,23185,James City,1,Retail,Freestanding,1982,  ,"2,211",Square Feet,100.0%,06/15/11,"1,050,000",05/12/11,  ,"525,050",  ,"525,050",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,050",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"73,568","2,207","71,361","3,029","68,332",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,211",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.081,JPMCB,201 South Pleasantburg Drive,201 South Pleasantburg Drive,Greenville,SC,29607,Greenville,1,Retail,Freestanding,1988,  ,"3,251",Square Feet,100.0%,06/15/11,"1,050,000",05/18/11,  ,"525,050",  ,"525,050",  ,0.1%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,050",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"81,949","2,458","79,491","4,454","75,037",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,251",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.082,JPMCB,1250 South Church Street,1250 South Church Street,Murfreesboro,TN,37130,Rutherford,1,Retail,Freestanding,1968,  ,"5,320",Square Feet,100.0%,06/15/11,"1,025,000",05/20/11,  ,"512,549",  ,"512,549",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"512,549",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"85,826","2,575","83,251","7,288","75,963",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,320",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.083,JPMCB,1104 Gray Highway,1104 Gray Highway,Macon,GA,31211,Bibb,1,Retail,Freestanding,1980,  ,"3,532",Square Feet,100.0%,06/15/11,"1,010,000",05/11/11,  ,"505,048",  ,"505,048",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"505,048",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"71,226","2,137","69,089","4,839","64,250",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,532",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.084,JPMCB,3814 Northwest 43rd Street,3814 Northwest 43rd Street,Gainesville,FL,32606,Alachua,1,Retail,Freestanding,1983,  ,"2,500",Square Feet,100.0%,06/15/11,"1,000,000",05/20/11,  ,"500,048",  ,"500,048",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"500,048",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"70,581","2,117","68,463","3,425","65,038",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,500",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.085,JPMCB,111 North Causeway,111 North Causeway,New Smyrna Beach,FL,32169,Volusia,1,Retail,Freestanding,1981,  ,"2,922",Square Feet,100.0%,06/15/11,"1,000,000",05/20/11,  ,"500,048",  ,"500,048",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"500,048",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"83,624","2,509","81,115","4,003","77,112",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,922",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.086,JPMCB,7804 National Service Road,7804 National Service Road,Greensboro,NC,27409,Guilford,1,Retail,Freestanding,1990,  ,"3,076",Square Feet,100.0%,06/15/11,"980,000",05/20/11,  ,"490,047",  ,"490,047",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"490,047",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"80,639","2,419","78,220","4,214","74,006",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,076",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.087,JPMCB,201 North Isabella Street,201 North Isabella Street,Sylvester,GA,31791,Worth,1,Retail,Freestanding,1980,  ,"13,455",Square Feet,100.0%,06/15/11,"960,000",05/11/11,  ,"480,046",  ,"480,046",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"480,046",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"67,833","2,035","65,798","18,433","47,365",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"13,455",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.088,JPMCB,300 US Highway 43,300 US Highway 43,Killen,AL,35645,Lauderdale,1,Retail,Freestanding,1980,  ,"2,912",Square Feet,100.0%,06/15/11,"960,000",05/09/11,  ,"480,046",  ,"480,046",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"480,046",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"64,595","1,938","62,658","3,989","58,668",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,912",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.089,JPMCB,272 North Fayetteville Street,272 North Fayetteville Street,Asheboro,NC,27204,Randolph,1,Retail,Freestanding,1973,  ,"2,955",Square Feet,100.0%,06/15/11,"960,000",05/17/11,  ,"480,046",  ,"480,046",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"480,046",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"77,437","2,323","75,114","4,048","71,066",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,955",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.09,JPMCB,112 McClanahan Street,112 McClanahan Street,Roanoke,VA,24014,Roanoke City,1,Retail,Freestanding,1970,  ,"3,164",Square Feet,100.0%,06/15/11,"950,000",05/20/11,  ,"475,045",  ,"475,045",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"475,045",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"66,995","2,010","64,985","4,335","60,651",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,164",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.091,JPMCB,200 South State Street,200 South State Street,Yadkinville,NC,27055,Yadkin,1,Retail,Freestanding,1959,  ,"4,760",Square Feet,100.0%,06/15/11,"940,000",05/20/11,  ,"470,045",  ,"470,045",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"470,045",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"105,589","3,168","102,421","6,521","95,900",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,760",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.092,JPMCB,2843 Panola Road,2843 Panola Road,Lithonia,GA,30058,Dekalb,1,Retail,Freestanding,1974,  ,"2,688",Square Feet,100.0%,06/15/11,"900,000",05/10/11,  ,"450,043",  ,"450,043",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"450,043",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"81,309","2,439","78,870","3,683","75,187",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,688",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.093,JPMCB,4441 The Plaza,4441 The Plaza,Charlotte,NC,28215,Mecklenburg,1,Retail,Freestanding,1971,  ,"3,200",Square Feet,100.0%,06/15/11,"900,000",05/20/11,  ,"450,043",  ,"450,043",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"450,043",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"100,023","3,001","97,022","4,384","92,638",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.094,JPMCB,9627 Dayton Pike,9627 Dayton Pike,Soddy Daisy,TN,37379,Hamilton,1,Retail,Freestanding,1965,  ,"3,950",Square Feet,100.0%,06/15/11,"880,000",05/16/11,  ,"440,042",  ,"440,042",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"440,042",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"63,724","1,912","61,813","5,412","56,401",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,950",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.095,JPMCB,125 East Virginia Avenue,125 East Virginia Avenue,Bessemer City,NC,28016,Gaston,1,Retail,Freestanding,1997,  ,"3,200",Square Feet,100.0%,06/15/11,"875,000",05/20/11,  ,"437,542",  ,"437,542",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"437,542",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"67,757","2,033","65,725","4,384","61,341",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.096,JPMCB,1301 Taft Highway,1301 Taft Highway,Signal Mountain,TN,37377,Hamilton,1,Retail,Freestanding,1973,  ,"3,764",Square Feet,100.0%,06/15/11,"840,000",05/16/11,  ,"420,040",  ,"420,040",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"420,040",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"60,724","1,822","58,902","5,157","53,745",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,764",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.097,JPMCB,745 South Broad Street,745 South Broad Street,Brooksville,FL,34601,Hernando,1,Retail,Freestanding,1974,  ,"3,000",Square Feet,100.0%,06/15/11,"800,000",05/10/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"69,572","2,087","67,485","4,110","63,375",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.0980000000000003,JPMCB,5980 Imperial Parkway,5980 Imperial Parkway,Mulberry,FL,33860,Polk,1,Retail,Freestanding,1980,  ,"2,277",Square Feet,100.0%,06/15/11,"800,000",05/12/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"65,165","1,955","63,210","3,119","60,090",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,277",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.099,JPMCB,4601 Jonesboro Road,4601 Jonesboro Road,Union City,GA,30291,Fulton,1,Retail,Freestanding,1980,  ,"5,009",Square Feet,100.0%,06/15/11,"800,000",05/10/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"60,607","1,818","58,788","6,862","51,926",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,009",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
